dt,x,y,position,velocity,acceleration,jerk,heading
0.020000,0.546640,1.974222,0.000004,0.000400,0.020000,1.000000,5.484404
0.020000,0.546640,1.974222,0.000004,0.000015,-0.019241,-1.962041,5.484406
0.020000,0.546641,1.974221,0.000005,0.000034,0.000949,1.009494,5.484408
0.020000,0.546642,1.974220,0.000006,0.000061,0.001329,0.018993,5.484412
0.020000,0.546643,1.974219,0.000008,0.000095,0.001709,0.019011,5.484419
0.020000,0.546645,1.974217,0.000011,0.000137,0.002090,0.019040,5.484428
0.020000,0.546648,1.974214,0.000015,0.000186,0.002472,0.019083,5.484442
0.020000,0.546651,1.974211,0.000019,0.000243,0.002854,0.019144,5.484459
0.020000,0.546655,1.974207,0.000026,0.000308,0.003239,0.019224,5.484480
0.020000,0.546661,1.974201,0.000033,0.000381,0.003625,0.019327,5.484507
0.020000,0.546667,1.974195,0.000042,0.000461,0.004015,0.019455,5.484539
0.020000,0.546675,1.974187,0.000053,0.000549,0.004407,0.019613,5.484578
0.020000,0.546684,1.974177,0.000066,0.000645,0.004803,0.019801,5.484623
0.020000,0.547169,1.973680,0.000761,0.034754,1.705463,85.033029,5.484676
0.020000,0.547809,1.973023,0.001679,0.045862,0.555385,-57.503940,5.484736
0.020000,0.548537,1.972275,0.002722,0.052181,0.315960,-11.971248,5.484805
0.020000,0.549359,1.971431,0.003900,0.058910,0.336439,1.023983,5.484883
0.020000,0.550281,1.970485,0.005221,0.066049,0.356957,1.025866,5.484970
0.020000,0.551309,1.969431,0.006693,0.073593,0.377175,1.010911,5.485068
0.020000,0.552447,1.968263,0.008324,0.081550,0.397886,1.035564,5.485177
0.020000,0.553703,1.966976,0.010123,0.089912,0.418075,1.009441,5.485297
0.020000,0.555081,1.965563,0.012096,0.098688,0.438810,1.036733,5.485430
0.020000,0.556588,1.964019,0.014254,0.107869,0.459031,1.011045,5.485575
0.020000,0.558229,1.962338,0.016603,0.117463,0.479735,1.035205,5.485734
0.020000,0.560009,1.960514,0.019152,0.127467,0.500181,1.022340,5.485907
0.020000,0.561936,1.958541,0.021910,0.137880,0.520654,1.023630,5.486095
0.020000,0.564015,1.956414,0.024884,0.148705,0.541233,1.028949,5.486299
0.020000,0.566251,1.954126,0.028083,0.159941,0.561825,1.029592,5.486519
0.020000,0.568650,1.951673,0.031515,0.171590,0.582430,1.030245,5.486757
0.020000,0.571219,1.949047,0.035188,0.183651,0.603048,1.030907,5.487013
0.020000,0.573963,1.946244,0.039110,0.196124,0.623679,1.031575,5.487289
0.020000,0.576888,1.943258,0.043290,0.209011,0.644324,1.032247,5.487584
0.020000,0.580000,1.940083,0.047736,0.222310,0.664983,1.032922,5.487901
0.020000,0.583306,1.936712,0.052457,0.236027,0.685828,1.042280,5.488239
0.020000,0.586810,1.933142,0.057460,0.250158,0.706549,1.036057,5.488601
0.020000,0.590520,1.929365,0.062754,0.264704,0.727280,1.036550,5.488987
0.020000,0.594441,1.925376,0.068348,0.279668,0.748199,1.045911,5.489399
0.020000,0.598579,1.921169,0.074249,0.295050,0.769099,1.044997,5.489838
0.020000,0.602941,1.916739,0.080466,0.310848,0.789918,1.040974,5.490304
0.020000,0.607533,1.912081,0.087007,0.327067,0.810931,1.050663,5.490800
0.020000,0.612361,1.907187,0.093881,0.343706,0.831972,1.052026,5.491327
0.020000,0.617431,1.902054,0.101096,0.360767,0.853039,1.053371,5.491886
0.020000,0.622750,1.896675,0.108661,0.378249,0.874133,1.054693,5.492479
0.020000,0.628325,1.891044,0.116584,0.396154,0.895253,1.055986,5.493107
0.020000,0.634161,1.885157,0.124874,0.414486,0.916600,1.067363,5.493773
0.020000,0.640266,1.879008,0.133539,0.433243,0.937848,1.062386,5.494478
0.020000,0.646645,1.872591,0.142588,0.452428,0.959211,1.068167,5.495224
0.020000,0.653306,1.865901,0.152028,0.472039,0.980556,1.067227,5.496012
0.020000,0.660256,1.858932,0.161870,0.492083,1.002197,1.082039,5.496846
0.020000,0.667501,1.851680,0.172121,0.512558,1.023759,1.078116,5.497728
0.020000,0.675042,1.844144,0.182782,0.533055,1.024839,0.054031,5.498658
0.020000,0.682876,1.836332,0.193846,0.553168,1.005668,-0.958591,5.499638
0.020000,0.690997,1.828249,0.205303,0.572892,0.986217,-0.972553,5.500669
0.020000,0.699401,1.819902,0.217148,0.592229,0.966817,-0.969979,5.501752
0.020000,0.708084,1.811298,0.229372,0.611188,0.947942,-0.943727,5.502888
0.020000,0.717040,1.802443,0.241967,0.629753,0.928272,-0.983538,5.504077
0.020000,0.726267,1.793343,0.254926,0.647937,0.909204,-0.953390,5.505322
0.020000,0.735758,1.784006,0.268240,0.665738,0.890061,-0.957142,5.506623
0.020000,0.745511,1.774437,0.281903,0.683152,0.870681,-0.969007,5.507981
0.020000,0.755520,1.764643,0.295907,0.700181,0.851462,-0.960922,5.509397
0.020000,0.765782,1.754632,0.310244,0.716825,0.832213,-0.962458,5.510873
0.020000,0.776292,1.744409,0.324905,0.733089,0.813199,-0.950736,5.512409
0.020000,0.787046,1.733982,0.339885,0.748964,0.793754,-0.972254,5.514006
0.020000,0.798040,1.723356,0.355174,0.764452,0.774394,-0.967992,5.515666
0.020000,0.809269,1.712540,0.370765,0.779564,0.755606,-0.939363,5.517390
0.020000,0.820730,1.701540,0.386651,0.794282,0.735859,-0.987382,5.519178
0.020000,0.832418,1.690362,0.402823,0.808620,0.716906,-0.947661,5.521032
0.020000,0.844329,1.679014,0.419274,0.822572,0.697593,-0.965616,5.522953
0.020000,0.856459,1.667503,0.435997,0.836136,0.678201,-0.969592,5.524941
0.020000,0.868804,1.655835,0.452983,0.849314,0.658940,-0.963049,5.526998
0.020000,0.881359,1.644018,0.470226,0.862107,0.639639,-0.965055,5.529125
0.020000,0.894121,1.632058,0.487716,0.874513,0.620297,-0.967125,5.531323
0.020000,0.907086,1.619962,0.505446,0.886531,0.600912,-0.969252,5.533592
0.020000,0.920248,1.607739,0.523410,0.898161,0.581483,-0.971429,5.535933
0.020000,0.933605,1.595393,0.541598,0.909404,0.562139,-0.967217,5.538347
0.020000,0.947152,1.582934,0.560003,0.920260,0.542827,-0.965575,5.540836
0.020000,0.960885,1.570368,0.578617,0.930721,0.523020,-0.990381,5.543399
0.020000,0.974799,1.557702,0.597433,0.940797,0.503827,-0.959614,5.546037
0.020000,0.988891,1.544943,0.616443,0.950478,0.484054,-0.988655,5.548751
0.020000,1.003156,1.532099,0.635638,0.959772,0.464688,-0.968342,5.551542
0.020000,1.017590,1.519176,0.655012,0.968667,0.444738,-0.997477,5.554410
0.020000,1.032188,1.506183,0.674555,0.977179,0.425579,-0.957952,5.557356
0.020000,1.046947,1.493125,0.694261,0.985288,0.405485,-1.004714,5.560380
0.020000,1.061861,1.480011,0.714121,0.993003,0.385752,-0.986651,5.563482
0.020000,1.076927,1.466847,0.734128,1.000323,0.365994,-0.987889,5.566663
0.020000,1.092140,1.453641,0.754273,1.007251,0.346374,-0.981013,5.569922
0.020000,1.107495,1.440400,0.774548,1.013776,0.326253,-1.006050,5.573261
0.020000,1.122987,1.427132,0.794946,1.019902,0.306296,-0.997851,5.576678
0.020000,1.138613,1.413843,0.815459,1.025627,0.286287,-1.000432,5.580175
0.020000,1.154367,1.400540,0.836078,1.030952,0.266211,-1.003777,5.583751
0.020000,1.170244,1.387232,0.856795,1.035873,0.246067,-1.007198,5.587405
0.020000,1.186240,1.373924,0.877603,1.040390,0.225854,-1.010695,5.591138
0.020000,1.202350,1.360624,0.898493,1.044501,0.205568,-1.014270,5.594948
0.020000,1.218567,1.347340,0.919457,1.048206,0.185210,-1.017925,5.598837
0.020000,1.234888,1.334077,0.940487,1.051502,0.164809,-1.020023,5.602802
0.020000,1.251307,1.320844,0.961575,1.054390,0.144440,-1.018468,5.606843
0.020000,1.267819,1.307647,0.982712,1.056865,0.123702,-1.036904,5.610960
0.020000,1.284417,1.294494,1.003891,1.058925,0.103030,-1.033567,5.615151
0.020000,1.301097,1.281390,1.025102,1.060571,0.082278,-1.037643,5.619416
0.020000,1.317852,1.268343,1.046338,1.061800,0.061441,-1.041806,5.623753
0.020000,1.334681,1.255356,1.067595,1.062823,0.051192,-0.512480,5.628162
0.020000,1.351583,1.242433,1.088872,1.063858,0.051709,0.025882,5.632643
0.020000,1.368560,1.229573,1.110170,1.064893,0.051765,0.002758,5.637197
0.020000,1.385613,1.216779,1.131488,1.065934,0.052054,0.014453,5.641824
0.020000,1.402742,1.204051,1.152828,1.066981,0.052333,0.013971,5.646524
0.020000,1.419948,1.191393,1.174189,1.068035,0.052710,0.018860,5.651299
0.020000,1.437232,1.178805,1.195570,1.069096,0.053075,0.018246,5.656148
0.020000,1.454594,1.166290,1.216974,1.070158,0.053107,0.001612,5.661071
